date,close,high,low,open,volume,ret_1d,ret_5d,ret_21d,vol_21d,vol_63d,mom_20d,mom_63d,sma_20,sma_50,price_vs_sma,slope_20,slope_50,vol_of_vol,dxy,vol_20d,vol_state,trend_state,regime,regime_pred,position,strategy_ret,strategy_equity,underlying_equity,regime_run,days_in_regime
2000-11-21,35.150001525878906,35.70000076293945,35.0,35.400001525878906,0,-0.0019874983645108,0.008608409322617,0.0420990810232435,0.0149208015277814,0.028329296741755,,,,,,,,,117.9499969482422,,False,False,0,,,,,0.9980125016354892,1,1
2000-11-22,35.400001525878906,35.63999938964844,34.66999816894531,34.900001525878906,45768,0.0071123752246764,-0.0056178920453485,0.0608331632895107,0.0146637638258064,0.0282714582960963,,,,,,,,,117.8499984741211,,False,False,0,,,,,1.0051107410260387,2,1
2000-11-27,35.380001068115234,35.7599983215332,35.060001373291016,35.25,50390,-0.0005649846582365,0.0094151737015091,0.073422392319866,0.0142739517215536,0.0282376158719448,,,,,,,,,117.0999984741211,,False,False,0,,,,,1.0045428688775302,3,1
2000-11-28,34.25,35.099998474121094,34.150001525878906,34.97999954223633,70027,-0.0319389777840792,-0.0379213070782139,0.0148148148148148,0.0154279885536904,0.0283911299719188,,,,,,,,,116.58000183105467,,False,False,0,,,,,0.9724587965052957,4,1
2000-11-29,34.630001068115234,34.900001525878906,33.83000183105469,34.25,82486,0.0110949216967952,-0.0167518492941185,0.0590214146833643,0.0137150651877919,0.0284097168390177,,,,,,,,,116.61000061035156,,False,False,0,,,,,0.9832481507058817,5,1
2000-11-30,33.79999923706055,35.099998474121094,33.70000076293945,34.95000076293945,79900,-0.0239677102354725,-0.0384068913289926,0.0301736611500247,0.014906405114053,0.0284741086817227,,,,,,,,,115.23999786376952,,False,False,0,,,,,0.9596819439401989,6,1
2000-12-01,32.04999923706055,34.04999923706055,31.799999237060547,33.900001525878906,96057,-0.0517751490976716,-0.0946328289384215,-0.0195778347058581,0.0189045203477974,0.0292071084344998,,,,,,,,,114.7300033569336,,False,False,0,,,,,0.9099942682063519,7,1
2000-12-04,31.299999237060547,33.11000061035156,30.89999961853028,32.380001068115234,92267,-0.0234009365944929,-0.1153194377580622,-0.0572289603077311,0.0191304137997484,0.0293322565469083,,,,,,,,,113.70999908447266,,False,False,0,,,,,0.888699550034703,8,1
2000-12-05,29.549999237060547,31.420000076293945,29.450000762939453,31.25,103335,-0.0559105444938133,-0.1372262996478672,-0.0918869574167724,0.0221350655567068,0.0300953558976705,,,,,,,,,114.47000122070312,,False,False,0,,,,,0.8390118743008559,9,1
2000-12-06,29.850000381469727,30.100000381469727,28.200000762939453,30.0,96057,0.010152323253969,-0.1380306248689834,-0.0843557736615969,0.0223245892833424,0.0297872477209109,,,,,,,,,113.30999755859376,,False,False,0,,,,,0.8475297940626767,10,1
2000-12-07,29.36000061035156,30.200000762939453,29.0,30.049999237060547,39650,-0.0164154025077449,-0.1313609090807517,-0.1065124751975029,0.0223078391791261,0.0297945354690479,,,,,,,,,113.54000091552734,,False,False,0,,,,,0.8336172513558318,11,1
2000-12-08,28.5,29.25,27.850000381469727,28.799999237060547,80715,-0.0292915733131267,-0.1107644094092694,-0.1467066258090527,0.0223317288075552,0.0294703932510732,,,,,,,,,114.0500030517578,,False,False,0,,,,,0.8091992905226553,12,1
2000-12-11,29.450000762939453,29.549999237060547,28.75,29.0,77299,0.0333333601031387,-0.0591053840004768,-0.115349956352714,0.0240251186861838,0.0292913366009503,,,,,,,,,114.29000091552734,,False,False,0,,,,,0.8361726218688513,13,1
2000-12-12,29.690000534057617,29.799999237060547,28.89999961853028,29.600000381469727,60269,0.0081493977894964,0.0047377766704468,-0.1254786489881951,0.0235389057991448,0.0291672223451441,,,,,,,,,114.26000213623048,,False,False,0,,,,,0.8429869251851467,14,1
2000-12-13,28.5,30.0,28.5,29.75,71405,-0.0400808525649084,-0.0452261428548517,-0.1639777098142234,0.0245347109965754,0.0295390844831901,,,,,,,,,114.70999908447266,,False,False,0,,,,,0.8091992905226555,15,1
2000-12-14,27.89999961853028,29.1299991607666,27.51000022888184,28.850000381469727,70754,-0.0210526449638499,-0.0497275531835827,-0.189660198337665,0.0243187414847232,0.0295975159630376,,,,,,,,,113.37999725341795,,False,False,0,,,,,0.7921635051542828,16,1
2000-12-15,28.850000381469727,28.950000762939453,28.0,28.350000381469727,53224,0.0340502070225294,0.0122807151392887,-0.17216638035456,0.0257282857486749,0.0291655195687796,,,,,,,,,112.9000015258789,,False,False,0,,,,,0.8191368365004787,17,1
2000-12-18,29.64999961853028,29.89999961853028,29.1299991607666,29.549999237060547,50760,0.0277296092368299,0.0067911324417522,-0.1671348064780419,0.0261248076133853,0.0291482053367055,,,,,,,,,113.06999969482422,,False,False,0,,,,,0.8418511808881302,18,1
2000-12-19,28.799999237060547,29.75,28.5,29.39999961853028,66348,-0.0286678041283517,-0.0299764661834931,-0.1783166943236759,0.0264616673965722,0.0293134050075079,,,,,,,,,113.20999908447266,,False,False,0,,,,,0.8177171561292077,19,1
2000-12-20,25.670000076293945,27.450000762939453,25.5,27.15999984741211,64487,-0.1086805292945578,-0.0992982429370545,-0.2789325512203495,0.0336164115600031,0.0319112163999889,,,30.88650016784668,,-0.16889256028377053,,,,111.97000122070312,,False,False,0,,,,,0.7288472227878449,20,1
2000-12-21,26.049999237060547,26.39999961853028,25.64999961853028,26.39999961853028,52292,0.0148032395651422,-0.0663082583069649,-0.2603634771668389,0.034230470291246,0.0298936141354827,-0.2588905232939622,,30.431500053405763,,-0.14397912717598216,,,,111.51000213623048,0.03501196599143272,True,False,2,,,,,0.739636522833162,21,1
2000-12-22,26.18000030517578,27.25,26.049999237060547,26.14999961853028,41154,0.004990444219679,-0.0925476617327492,-0.2551920577897851,0.0343831888839761,0.0295827281359859,-0.26045200065776586,,29.970499992370605,,-0.1264743560554461,,,,110.81999969482422,0.034946927973351236,True,False,2,,,,,0.7433276376431982,22,1
2000-12-26,26.64999961853028,26.89999961853028,26.200000762939453,26.200000762939453,24449,0.017952609162559,-0.1011804397503296,-0.2471751844686223,0.0347847689184931,0.0294459652503319,-0.24674960955420966,,29.533999919891357,,-0.0976501763792138,,,,110.30999755859376,0.035571703731127495,True,False,2,,,,,0.7566723082015349,23,1
2000-12-27,26.450000762939453,27.020000457763672,26.39999961853028,26.89999961853028,34003,-0.0075046475967587,-0.0815971714019025,-0.2524024882866262,0.0346952433012198,0.0294533939769666,-0.22773720400176778,,29.14399995803833,,-0.09243752398358873,,,,110.31999969482422,0.03532186465321863,True,False,2,,,,,0.7509937491822564,24,1
2000-12-28,25.850000381469727,26.479999542236328,25.75,26.350000381469727,34439,-0.0226843237868794,0.0070120882213011,-0.2452554633147525,0.0345030757076328,0.0295628111790208,-0.25353740733001273,,28.704999923706055,,-0.09946000870317107,-2.1815002441406257,,,110.37999725341795,0.034953806553463564,True,False,2,,,,,0.7339579638138836,25,1
2000-12-29,26.799999237060547,26.950000762939453,25.89999961853028,25.89999961853028,35529,0.0367504387455179,0.0287907877913868,-0.2261045795422738,0.0358177415561669,0.029621196866984,-0.2071005963906869,,28.354999923706053,,-0.054840440515940725,-2.07650012969971,,,109.55999755859376,0.03663117866685267,True,False,2,,,,,0.7609312410048108,26,1
2001-01-02,27.200000762939453,27.39999961853028,26.600000381469727,27.25,52321,0.0149254304950039,0.03896105599212,-0.1952662314525859,0.0361449273536036,0.0295858505723008,-0.1513260090350601,,28.1125,,-0.032458843470361876,-1.8579999923706048,,,108.7699966430664,0.035737173225002146,True,False,2,,,,,0.7722884673539052,27,1
2001-01-03,27.950000762939453,28.13999938964844,27.049999237060547,27.229999542236328,66628,0.027573528638348,0.0487805314453084,-0.1279250724405671,0.0356652404586309,0.0293024100634517,-0.10702870785231688,,27.945000076293944,,0.00017894745506730203,-1.5889998435974135,,,110.16999816894533,0.036358957714479466,True,False,2,,,,,0.7935831855255541,28,1
2001-01-04,28.200000762939453,28.780000686645508,27.850000381469727,28.200000762939453,74383,0.0089445435841093,0.0661625689800364,-0.0990414872103435,0.0355686173009493,0.0293334137875105,-0.04568522873015757,,27.877500152587892,,0.011568491026324068,-1.2664998054504366,,,108.80999755859376,0.03441921662898369,True,False,2,,,,,0.8006814249161037,29,1
2001-01-05,28.0,28.799999237060547,27.799999237060547,28.14999961853028,63852,-0.0070922254442735,0.0831721310175095,-0.0524534442328037,0.033567942912692,0.029269283419054,-0.061976561401257735,,27.785000133514405,,0.007737983280635685,-0.9199997901916497,,0.0007610424890625208,108.41999816894533,0.03432118671422359,True,False,2,,,,,0.7950028117415566,30,1
2001-01-08,27.350000381469727,28.39999961853028,27.14999961853028,28.200000762939453,76058,-0.0232142720903668,0.0205224313457668,-0.0837520927320305,0.0337528676353194,0.0292200318023064,-0.0684604968357242,,27.68450012207031,,-0.012082563857958917,-0.6704998016357422,,0.0008009847981067349,108.86000061035156,0.03449830145745717,True,False,2,,,,,0.7765474001571815,31,1
2001-01-09,27.71999931335449,27.75,26.89999961853028,27.25,69916,0.0135282971379937,0.0191175932290246,-0.0558583536411388,0.0338165869272291,0.029263881653695,-0.027368445145456555,,27.645500087738036,,0.0026948047740145142,-0.466999912261965,,0.0008799072776069126,109.5199966430664,0.03410416310447569,True,False,2,,,,,0.7870527641282443,32,1
2001-01-10,29.5,29.600000381469727,27.700000762939453,27.75,93000,0.0642135905749452,0.0554561429248969,0.0350877192982457,0.0361426353110315,0.0300985254604239,0.001697766919023902,,27.648000049591065,,0.06698495178989727,-0.2970000267028787,,0.000949732668860777,109.86000061035156,0.03635609439185737,True,False,2,,,,,0.8375922480848543,33,1
2001-01-11,29.5,29.89999961853028,28.979999542236328,29.350000381469727,67374,0.0,0.0460992624783547,0.0016977669190239,0.0354358972526902,0.0296465061418628,-0.006399478970694705,,27.638500022888184,,0.06735170054707229,-0.23900012969970774,,0.0010059150561402119,109.01000213623048,0.03631422726043252,True,False,2,,,,,0.8375922480848543,34,1
2001-01-12,30.049999237060547,30.200000762939453,29.3700008392334,29.5,47023,0.0186440419342557,0.0732142584664481,0.0121252508092741,0.0356197786911406,0.0297536981024156,0.05438593814247539,,27.71599998474121,,0.0842112589697035,-0.06900014877319549,,0.0009969261184415484,109.36000061035156,0.035233322186227344,True,False,2,,,,,0.8532083530819559,35,1
2001-01-16,30.350000381469727,30.450000762939453,29.850000381469727,30.100000381469727,66392,0.0099833994018605,0.1096892123640542,0.0649122940866571,0.03437251683587,0.027472128923865,0.08781364861783847,,27.838500022888184,,0.09021679891217715,0.15399990081787251,,0.0009101384951276511,110.11000061035156,0.034786764617473605,True,False,2,,,,,0.8617262728437767,36,1
2001-01-17,29.64999961853028,30.200000762939453,29.0,29.799999237060547,75568,-0.0230642752600042,0.0696248323587074,0.0627240151945274,0.0344473208381831,0.0273880304323543,0.02772960923682999,,27.87849998474121,,0.0635435778380713,0.23299989700317525,,0.0009081526606620638,110.80999755859376,0.03460407907316954,True,False,2,,,,,0.8418511808881303,37,1
2001-01-18,30.450000762939453,30.51000022888184,29.299999237060547,29.850000381469727,44842,0.0269814891973625,0.0322034156928627,0.0554592845862629,0.0341671110304264,0.0267626569265123,0.02698148919736232,,27.91850004196167,,0.09067466795038848,0.2704999923706062,,0.0008023337741302151,109.94000244140624,0.034575145091511494,True,False,2,,,,,0.8645655794310503,38,1
2001-01-19,32.099998474121094,32.400001525878906,30.200000762939453,30.25,42815,0.0541871155940936,0.0881355414956301,0.0826306538654944,0.0355775353724932,0.0276443624297827,0.1145833098778013,,28.0835000038147,,0.14301986824152313,0.4449999809265144,,0.0008122912283312221,110.66000366210938,0.035664005360663976,True,False,2,,,,,0.9114138944223551,39,1
2001-01-22,32.0,32.70000076293945,31.75,31.950000762939453,92401,-0.0031152174104217,0.0648918739583368,0.1111111405455043,0.0348186108491752,0.0275477903628074,0.24659134806749616,,28.4,,0.12676056338028174,0.6840000152587891,,0.0037444848151186798,110.23999786376952,0.023539103020977028,True,False,2,,,,,0.9085746419903504,40,1
2001-01-23,29.56999969482422,29.68000030517578,29.0,29.600000381469727,73113,-0.0759375095367431,-0.0257001870458538,0.1519283056851992,0.0298180790556928,0.0290718706229168,0.13512478160674468,,28.576000022888184,,0.03478442298221873,0.7375000000000007,,0.0038885656110104255,110.23999786376952,0.03054022594303083,True,False,2,,,,,0.8395797464493653,41,1
2001-01-24,29.049999237060547,29.81999969482422,28.63999938964844,28.89999961853028,91773,-0.0175854062607477,-0.0202361008158242,0.1151631511655475,0.0302389476830533,0.0286315980742303,0.10962562637240936,,28.71949996948242,,0.01150783502252195,0.8409999847412095,,0.00396297458055418,111.68000030517578,0.031024127886096226,True,False,2,,,,,0.8248153955197577,42,1
2001-01-25,29.36000061035156,29.530000686645508,28.799999237060547,29.0,61551,0.0106713040080059,-0.0357963916347262,0.1214667787665033,0.0302582339380156,0.0286167059881506,0.10168859401922692,,28.855000019073486,,0.017501320081242833,0.936499977111815,,0.00386349844296661,111.61000061035156,0.030914990790301876,True,False,2,,,,,0.8336172513558328,43,1
2001-01-26,29.780000686645508,29.989999771118164,29.31999969482422,29.420000076293945,53751,0.0143051794129005,-0.0722740778117468,0.1174484470138181,0.0301960694084152,0.028664618954911,0.12589791408898177,,29.021500015258788,,0.02613581899584516,0.938000011444089,,0.003681758293551652,111.45999908447266,0.030823691780195013,True,False,2,,,,,0.845542295698167,44,1
