date,close,high,low,open,volume,ret_1d,ret_5d,ret_21d,vol_21d,vol_63d,mom_20d,mom_63d,sma_20,sma_50,price_vs_sma,slope_20,slope_50,vol_of_vol,dxy
2000-11-21,35.150001525878906,35.70000076293945,35.0,35.400001525878906,0,-0.0019874983645108424,0.008608409322617083,0.042099081023243556,0.01492080152778145,0.028329296741755,0.05334140398468401,0.09672394267122852,33.83700008392334,33.483999977111814,0.03880371896737378,0.14377441979888692,0.012593034375615486,0.0070925107805606446,117.9499969482422
2000-11-22,35.400001525878906,35.63999938964844,34.66999816894531,34.900001525878906,45768,0.007112375224676448,-0.0056178920453485715,0.06083316328951072,0.014663763825806421,0.02827145829609633,0.07402920234168708,0.11919071973256834,33.959000205993654,33.516000022888186,0.042433561387090535,0.15783457648485227,0.01835774589987363,0.0073784004041128875,117.8499984741211
2000-11-27,35.380001068115234,35.7599983215332,35.060001373291016,35.25,50390,-0.0005649846582365115,0.009415173701509127,0.07342239231986603,0.014273951721553635,0.02823761587194485,0.04829632794415506,0.10390021561074136,34.040500259399415,33.54160007476807,0.03935020926568056,0.16631578431093605,0.023639860576799083,0.007566755795054053,117.0999984741211
2000-11-28,34.25,35.099998474121094,34.150001525878906,34.97999954223633,70027,-0.03193897778407928,-0.03792130707821395,0.014814814814814836,0.015427988553690479,0.028391129971918838,0.047400587183387355,0.04198360550528024,34.118000221252444,33.50960010528564,0.0038689189838663207,0.18331579337442735,0.02945594567783168,0.0075527083557386885,116.58000183105467
2000-11-29,34.630001068115234,34.900001525878906,33.83000183105469,34.25,82486,0.011094921696795268,-0.016751849294118548,0.059021414683364304,0.013715065187791945,0.028409716839017753,0.055470881397334804,0.05837407628834623,34.209000205993654,33.46460010528565,0.012306728041932669,0.1651428652885265,0.03677598960116273,0.0075594457302583015,116.61000061035156
2000-11-30,33.79999923706055,35.099998474121094,33.70000076293945,34.95000076293945,79900,-0.023967710235472506,-0.038406891328992665,0.030173661150024733,0.014906405114053094,0.02847410868172275,0.03395535812120376,0.011975978829573242,34.26450023651123,33.410600090026854,-0.013556333705276868,0.1518045497119875,0.04766627033503833,0.007397545467856313,115.23999786376952
2000-12-01,32.04999923706055,34.04999923706055,31.799999237060547,33.900001525878906,96057,-0.05177514909767167,-0.09463282893842151,-0.019577834705858166,0.018904520347797462,0.02920710843449985,-0.03463859938107683,-0.031722032793490285,34.207000160217284,33.30160007476807,-0.06305729567205154,0.12197744326483936,0.0558890771579628,0.007089597938980086,114.7300033569336
2000-12-04,31.299999237060547,33.11000061035156,30.899999618530277,32.380001068115234,92267,-0.023400936594492938,-0.1153194377580622,-0.05722896030773117,0.019130413799748457,0.029332256546908304,-0.038106995807584476,-0.062312814993931154,34.14500007629395,33.24860004425049,-0.08332115486532432,0.0735338282764406,0.06270252030866058,0.006695548324754481,113.70999908447266
2000-12-05,29.549999237060547,31.420000076293945,29.450000762939453,31.25,103335,-0.055910544493813386,-0.13722629964786726,-0.09188695741677244,0.02213506555670687,0.030095355897670557,-0.09355826318463578,-0.12573964780863134,33.992500114440915,33.18659999847412,-0.13069061888428368,0.005684202954285153,0.059580791331425166,0.006215553074754268,114.47000122070312
2000-12-06,29.850000381469727,30.100000381469727,28.200000762939453,30.0,96057,0.010152323253969087,-0.13803062486898343,-0.08435577366159697,0.022324589283342407,0.029787247720910997,-0.09160073563521554,-0.14592275451042913,33.84200010299683,33.15220001220703,-0.11795992285850732,-0.08435342831719192,0.04941224564166487,0.00572990299449308,113.30999755859376
2000-12-07,29.36000061035156,30.200000762939453,29.0,30.049999237060547,39650,-0.01641540250774498,-0.1313609090807517,-0.10651247519750295,0.022307839179126182,0.029794535469047912,-0.12095810571736298,-0.1689782312848782,33.64000005722046,33.109400024414064,-0.12722947204485058,-0.16141356704826643,0.037602401861623565,0.005161480552003816,113.54000091552734
2000-12-08,28.5,29.25,27.850000381469727,28.799999237060547,80715,-0.029291573313126706,-0.11076440940926946,-0.1467066258090527,0.022331728807555212,0.02947039325107323,-0.14388707671357137,-0.15430268976901618,33.400500011444095,33.04940002441406,-0.14671936078097703,-0.23242105613077504,0.02463337562808328,0.004558886240119193,114.0500030517578
2000-12-11,29.450000762939453,29.549999237060547,28.75,29.0,77299,0.0333333601031387,-0.059105384000476824,-0.11534995635271406,0.024025118686183858,0.029291336600950305,-0.13254786152795306,-0.16096860275784153,33.17550001144409,33.03240005493164,-0.11229670230198507,-0.3113759306140413,0.009846340696923287,0.004081986619501276,114.29000091552734
2000-12-12,29.690000534057617,29.799999237060547,28.899999618530277,29.600000381469727,60269,0.008149397789496415,0.004737776670446836,-0.12547864898819516,0.023538905799144822,0.029167222345144125,-0.12907009676842884,-0.1318713487798825,32.95550003051758,33.009000053405764,-0.09908814897167484,-0.3591353065089177,-0.005356060453966737,0.0034397353324656455,114.26000213623048
2000-12-13,28.5,30.0,28.5,29.75,71405,-0.040080852564908453,-0.045226142854851714,-0.16397770981422344,0.024534710996575473,0.029539084483190144,-0.1722335246184804,-0.15680471469506063,32.65900001525879,32.93600002288818,-0.127346214315063,-0.39448868027307044,-0.018540691819940867,0.0036047444010364354,114.70999908447266
2000-12-14,27.899999618530277,29.1299991607666,27.51000022888184,28.850000381469727,70754,-0.021052644963849954,-0.049727553183582796,-0.189660198337665,0.024318741484723287,0.02959751596303765,-0.19942608780174687,-0.1818181563936454,32.31150007247925,32.852600021362306,-0.13653035123882684,-0.43485709742495904,-0.03125377357363845,0.003768692366609097,113.37999725341795
2000-12-15,28.850000381469727,28.950000762939453,28.0,28.350000381469727,53224,0.03405020702252948,0.012280715139288745,-0.17216638035456,0.02572828574867498,0.029165519568779663,-0.18960669612270298,-0.1952579746329538,31.97400016784668,32.7996000289917,-0.09770437761861506,-0.46824810486987123,-0.04522400341972726,0.004027796752294407,112.9000015258789
2000-12-18,29.649999618530277,29.899999618530277,29.1299991607666,29.549999237060547,50760,0.02772960923682999,0.006791132441752223,-0.1671348064780419,0.026124807613385394,0.029148205336705535,-0.15406561301206856,-0.1960412483782623,31.704000186920165,32.7796000289917,-0.0647867952397152,-0.4657744414824292,-0.057954374773591076,0.004270500126336182,113.06999969482422
2000-12-19,28.799999237060547,29.75,28.5,29.399999618530277,66348,-0.028667804128351793,-0.029976466183493145,-0.17831669432367592,0.026461667396572238,0.029313405007507926,-0.19101122271125115,-0.21095892501203983,31.364000225067137,32.73860000610352,-0.08174980772884188,-0.45040604297379794,-0.07062952680461831,0.004489463124988768,113.20999908447266
2000-12-20,25.670000076293945,27.450000762939453,25.5,27.15999984741211,64487,-0.10868052929455785,-0.09929824293705458,-0.27893255122034954,0.033616411560003154,0.031911216399988944,-0.271152777212156,-0.31546666463216144,30.88650016784668,32.61440002441406,-0.16889256028377053,-0.43037600839944706,-0.08471884353106474,0.005316464902266379,111.97000122070312
2000-12-21,26.049999237060547,26.399999618530277,25.649999618530277,26.399999618530277,52292,0.01480323956514229,-0.06630825830696496,-0.26036347716683894,0.034230470291246096,0.029893614135482784,-0.2588905232939622,-0.23269517962729225,30.431500053405763,32.4723999786377,-0.14397912717598216,-0.4508346414207516,-0.10345353931367467,0.005901806582385352,111.51000213623048
