regime,0,1,2,3
0.0,0.9244935543278084,0.03038674033149171,0.04511970534069982,0.0
1.0,0.016267942583732056,0.9435406698564593,0.0004784688995215311,0.03971291866028708
2.0,0.026822157434402333,0.0005830903790087463,0.9504373177842566,0.022157434402332362
3.0,0.0006944444444444445,0.058333333333333334,0.024305555555555556,0.9166666666666666
